wafer_id,lot_id,product,process_step,tool_id,chamber_id,recipe_id,event_time,metrology_x1,metrology_x2,metrology_x3,vm_x1,vm_x2,sensor_mean_1,sensor_std_1,sensor_max_1,sensor_slope_1
W000036,LOT00001,P3,STEP_3,TOOL_B,CH3,R2,2026-02-11 07:42:00,9.638461488624257,5.539784392450121,19.04560226045457,102.93452028102318,47.091335139475014,0.954712244873166,0.2513697799750526,1.503231506785935,-0.13350153282555405
W000037,LOT00001,P2,STEP_4,TOOL_C,CH2,R3,2026-02-11 10:08:00,10.275205856404472,5.94026486303387,14.777195697064396,101.54560754081172,50.173956220285866,0.9193035313560564,0.2565267347580165,1.2385301270254105,-0.0007197385450178768
W000038,LOT00001,P3,STEP_4,TOOL_C,CH2,R3,2026-02-11 10:08:00,10.484040409255327,4.917882108806561,18.650304739676837,100.4579784625474,48.76510946399696,1.1789809902248607,0.23130612490003377,1.5991153716826136,0.011142112638185028
W000039,LOT00001,P2,STEP_1,TOOL_C,CH1,R3,2026-02-11 11:03:00,9.716034974063138,4.69420996805591,19.034610964778725,97.93584551441728,50.832197351767064,0.780553995373173,0.21327929205730548,1.3528183014225048,-0.003155392127578307
W000040,LOT00001,P2,STEP_3,TOOL_B,CH3,R2,2026-02-11 11:36:00,8.965059966197233,4.022515727871099,18.185788124594477,102.89545601002166,51.339577371782525,0.9755126174507603,0.20432614503301524,1.5746656596083488,-0.031071398702538017
W000041,LOT00001,P2,STEP_1,TOOL_C,CH1,R1,2026-02-11 11:48:00,9.293728933297876,5.4317818820365815,19.17364843372059,99.22829072251561,50.797877867546305,1.0190071620494123,0.15427366935255638,1.5547299328894115,-0.044839425497053775
W000042,LOT00001,P2,STEP_3,TOOL_B,CH2,R1,2026-02-11 14:09:00,9.858964557452014,4.724904712402761,21.633100256390435,99.89673366686205,50.14518464848619,1.1408022533177586,0.23450278805137836,1.6683893083363266,-0.0025892706541485342
W000043,LOT00001,P4,STEP_2,TOOL_C,CH2,R3,2026-02-11 14:31:00,10.712207139220302,6.479167334679078,19.92540709408697,99.83203423249527,50.577742544845144,0.9601569102154517,0.2315354224573474,1.5003911224956183,-0.040093828291500794
W000044,LOT00001,P3,STEP_4,TOOL_C,CH1,R2,2026-02-11 14:34:00,11.158977495572103,4.630298039982743,21.979392095809885,101.3495551544965,47.64786982216799,1.2661015244335003,0.1768495206859121,1.8618813663519798,0.04046501545995779
W000045,LOT00001,P3,STEP_4,TOOL_A,CH2,R3,2026-02-11 15:13:00,8.54395279126538,6.052637548430332,16.98325582870919,96.55410396690961,49.93849643227355,1.0759119061348248,0.2263002041455482,1.433289105748874,-0.003935136863644642
W000046,LOT00001,P1,STEP_4,TOOL_B,CH3,R2,2026-02-11 15:49:00,9.402654986070017,5.374183691793734,19.389871884090113,101.68765558572204,48.40703350655599,0.763270718924553,0.16530273498581916,1.2123233199198697,-0.08623329647128478
W000047,LOT00001,P3,STEP_4,TOOL_C,CH1,R2,2026-02-11 17:06:00,9.542137502936749,4.485867800339316,16.12195577831,97.83733492957592,52.063077506974096,0.8546317271032438,0.16848723156857723,1.347188818850369,0.008834973332775683
W000048,LOT00001,P1,STEP_2,TOOL_A,CH1,R3,2026-02-11 18:41:00,10.794717032306643,5.116071894321793,19.146844940326304,97.94258887930253,51.36647631196288,1.023693400079177,0.2387552674542499,1.5432723696493391,0.02070957319136818
W000049,LOT00001,P2,STEP_3,TOOL_C,CH1,R3,2026-02-11 19:45:00,9.5718894646115,5.385690263275233,17.908685089404653,102.65572014267325,51.36080270023974,0.8856133742643072,0.22152637167759429,1.1746494991294056,0.08089939372702337
W000050,LOT00002,P3,STEP_1,TOOL_A,CH1,R1,2026-02-11 21:40:00,9.470267665052528,4.887373903741708,22.562505666856765,97.01491461671328,53.42698311152796,1.054783324464171,0.18840278316316805,1.4290439675337112,0.046406953224581285
W000051,LOT00002,P1,STEP_3,TOOL_C,CH1,R2,2026-02-11 21:41:00,8.588007422849776,5.418991355276149,20.819424011687012,102.6503272030314,49.3400450703993,0.9546270216735195,0.18261669226020522,1.4529609740644593,-0.0449345444474879
W000052,LOT00002,P2,STEP_1,TOOL_C,CH2,R1,2026-02-11 22:40:00,10.58340731597326,5.40797857967433,22.02965899118603,100.30410017412672,48.9019852955783,0.880397359612131,0.20873863746530638,1.481711431452148,0.0712913230656527
W000053,LOT00002,P2,STEP_3,TOOL_A,CH3,R3,2026-02-11 22:55:00,9.938600925403446,5.298169250297065,19.141304349454142,95.05516975338978,49.29279456748512,0.9035410626055485,0.1082299725634227,1.3616370679825804,-0.06930160878925988
W000054,LOT00002,P5,STEP_4,TOOL_C,CH3,R1,2026-02-11 23:09:00,9.295954965020403,4.991763315976248,17.960563805766714,104.0934275549395,46.79552718432359,1.085191360507969,0.16211152910762178,1.518502351102117,0.0014083470124987172
W000055,LOT00002,P5,STEP_3,TOOL_A,CH3,R3,2026-02-12 00:06:00,9.690486775517902,4.412529955346937,17.896874010923124,100.93076118179049,46.95283375830798,0.7977046456092194,0.13674454434920857,1.350571490296163,0.03770340495942549
W000056,LOT00002,P1,STEP_4,TOOL_B,CH3,R3,2026-02-12 01:03:00,11.126995501931264,4.961607312262383,20.530878561541716,101.18237759766961,51.242206017936226,1.1045274825165563,0.2005926533830092,1.571720385323236,0.0729347730219163
W000057,LOT00002,P4,STEP_1,TOOL_C,CH2,R1,2026-02-12 01:15:00,9.045113091680157,5.088032331857922,23.62032298838685,103.02172693175427,47.209719738152344,1.1074536872807876,0.2544309230331113,1.6955435341361356,0.09444505084135539
W000058,LOT00002,P4,STEP_4,TOOL_A,CH3,R2,2026-02-12 01:58:00,9.208340368896405,4.061974564481088,20.824764584040977,104.4976622336839,47.85017486997988,0.9668593196205444,0.22385793597389825,1.4447267442580585,0.06373618990067438
W000059,LOT00002,P2,STEP_3,TOOL_A,CH1,R1,2026-02-12 02:10:00,11.35225244746562,5.084617657995672,19.250464541424833,100.60308068864838,49.79656024579008,0.8595557357159387,0.1744251015946674,1.248034149777077,-0.006830730408877212
W000060,LOT00002,P3,STEP_3,TOOL_B,CH3,R2,2026-02-12 03:18:00,9.975774828018858,4.951599367594929,19.62245828974683,101.8518619674882,49.17554479452467,1.0555864209099064,0.16467015781091762,1.6976460483822013,0.02898359460846846
W000061,LOT00002,P4,STEP_4,TOOL_B,CH1,R2,2026-02-12 03:46:00,10.719754096711918,4.351686964607523,19.937399336496405,101.11355779185227,51.77130471559214,0.951364068282376,0.16230668009107962,1.5750901615610697,0.011220200445275138
W000062,LOT00002,P2,STEP_3,TOOL_A,CH3,R2,2026-02-12 04:20:00,10.501751910005686,4.833496804654121,24.053285120356318,98.97139687989497,50.12092261000299,0.848488231926293,0.2999808561777434,1.252940284165998,-0.03547174419007965
W000063,LOT00002,P1,STEP_2,TOOL_B,CH1,R3,2026-02-12 04:48:00,9.964665447706052,4.84407682658285,22.467217131669766,95.24969109131456,48.4030626416556,1.190914022794606,0.20340311482546652,1.7304843826587721,-0.005781261631822965
W000064,LOT00002,P2,STEP_3,TOOL_A,CH1,R2,2026-02-12 05:37:00,9.751700880851443,5.965047266746709,20.51991800830073,100.64476617731262,51.94326601948616,0.9115586704077883,0.20998754701444244,1.3788917326521393,0.08989102330702894
W000065,LOT00002,P2,STEP_3,TOOL_A,CH2,R2,2026-02-12 05:41:00,10.931558022483818,5.1100591730886835,20.21946393561221,104.13681349193367,51.457582769677565,0.852784911326992,0.09444351870459751,1.4146913240020385,0.032308079513631294
W000066,LOT00002,P2,STEP_4,TOOL_A,CH3,R1,2026-02-12 06:05:00,11.262336567811154,5.5180226256572995,20.598706780739754,101.74999889007297,47.1780331248522,1.028505081980757,0.14095307078031566,1.4409362368047927,0.10296837937691153
W000067,LOT00002,P2,STEP_2,TOOL_A,CH1,R3,2026-02-12 06:26:00,11.184188347016097,4.941092347754676,20.988551338566154,96.79773042707068,50.504533289320065,0.9932152563716335,0.197791155906494,1.580399476616816,-0.054124928862932103
W000068,LOT00002,P1,STEP_3,TOOL_C,CH1,R1,2026-02-12 08:11:00,8.814528366352317,4.063041741582458,19.17360409404881,103.29256451693472,48.569846420829705,1.1486188369243377,0.1750918965216066,1.7681139855010608,-0.019077877454360154
W000069,LOT00002,P5,STEP_3,TOOL_C,CH2,R2,2026-02-12 09:18:00,11.254911017844329,5.336170924410812,18.311842105246726,99.07159044443098,48.51712441439967,0.9619479724917632,0.2066529040109831,1.3672136986175274,0.020762924795567586
W000070,LOT00002,P1,STEP_1,TOOL_B,CH3,R1,2026-02-12 09:24:00,9.642064745802355,4.670906635206229,22.06444052110973,93.72392238251498,53.73902932262502,0.9630043683298314,0.20599394355076084,1.469774383001629,0.03711789297339884
W000071,LOT00002,P4,STEP_1,TOOL_C,CH3,R1,2026-02-12 10:42:00,9.294970462455167,4.832199935006044,20.043965461143966,103.05371144554756,50.24854277690358,1.0335228232196163,0.23002261235101842,1.6551193236913382,-0.0058392042861190995
W000072,LOT00002,P4,STEP_1,TOOL_B,CH2,R2,2026-02-12 13:06:00,9.880672303231528,4.473514375442265,21.897455871629937,97.16385812772066,49.56492302297211,1.0199517921221382,0.1065419179263587,1.4198155323064623,0.04002504267244047
W000073,LOT00002,P4,STEP_3,TOOL_C,CH2,R3,2026-02-12 14:38:00,10.881128435248733,5.03638393196068,23.292317497552887,105.34218511935373,50.16990245059124,1.0230037714904,0.14473857083823216,1.4561211103585898,0.03964790325407195
W000074,LOT00002,P5,STEP_2,TOOL_A,CH2,R1,2026-02-12 15:57:00,10.490464184028061,5.532589180811226,21.04122946819912,103.44332020179226,51.748480525658586,1.0271951497134408,0.19501938360276863,1.5933689503496917,-0.06939614527051002
W000075,LOT00003,P1,STEP_4,TOOL_A,CH3,R2,2026-02-12 16:26:00,9.744613588145732,5.466369054237313,20.71709695914014,99.31660217901052,48.59679104809311,1.0164616294895523,0.16762983958416572,1.5003927164836108,0.03767207874949339
W000076,LOT00003,P2,STEP_3,TOOL_C,CH1,R3,2026-02-12 16:55:00,10.937665866877975,5.793094753892582,26.40048596103413,101.37807953726339,48.938300061118,0.9583517034378181,0.18448612070947068,1.3008242264206276,0.05366321890210383
W000077,LOT00003,P1,STEP_1,TOOL_A,CH1,R2,2026-02-12 18:33:00,10.139860580759436,5.863979728977055,20.414040256559637,107.27175569696531,51.313342916292655,1.08326775967689,0.2054513710671681,1.5512457989343407,0.014807753165476355
W000078,LOT00003,P3,STEP_1,TOOL_C,CH1,R1,2026-02-12 18:43:00,9.327028534460625,3.977062884870888,17.818906384307304,103.00002111351095,46.96722141901926,0.9640102597210447,0.16275334814242592,1.638654306585332,-0.09199806531805568
W000079,LOT00003,P4,STEP_2,TOOL_B,CH1,R1,2026-02-12 18:56:00,9.341964717041508,4.403189719535434,19.437549535656025,100.71460007435377,51.98154368181858,1.0804350297602459,0.20961350612966634,1.7867238637370289,-0.013841814538338321
W000080,LOT00003,P5,STEP_4,TOOL_B,CH2,R3,2026-02-12 19:06:00,10.360234844421619,4.095904210836723,23.10336942349108,108.66746198261882,46.78964053035288,1.1387762088278552,0.2271992265672386,1.575067567653395,0.02189701171550859
W000081,LOT00003,P2,STEP_1,TOOL_B,CH3,R1,2026-02-12 19:34:00,10.017482264184398,5.315965205194795,17.411665299439907,100.35274303286947,49.50846638284918,0.932245913266306,0.20325395340489902,1.3409157402080085,-0.04328523149668717
W000082,LOT00003,P2,STEP_1,TOOL_C,CH2,R1,2026-02-12 20:12:00,8.724494846586364,4.6534591081004235,18.49508079169404,101.7454444566365,46.80233425366532,1.240448341866911,0.23603638896580906,1.6946471461801942,0.04591539255522281
W000083,LOT00003,P5,STEP_1,TOOL_A,CH2,R1,2026-02-12 21:12:00,10.797161493069503,4.755409834078035,22.212853611937035,97.19136043282222,47.88749667613131,0.9287387094824415,0.09135293081604422,1.6089287516058168,0.036479511757348516
W000084,LOT00003,P4,STEP_2,TOOL_C,CH1,R3,2026-02-12 21:26:00,9.56972497137558,4.891701284036272,19.456758714973933,94.97584340321534,52.595333717209904,0.9294611821348213,0.17069825236449435,1.5136705523815859,0.006724333844179892
W000085,LOT00003,P4,STEP_4,TOOL_C,CH2,R2,2026-02-12 21:26:00,11.642119647988796,5.191285344045376,19.77950842604701,99.13659312415494,52.08891574766944,1.0539990831493813,0.2446165454451803,1.7004075964085503,0.0008720067487423919
W000086,LOT00003,P3,STEP_3,TOOL_C,CH1,R3,2026-02-12 22:23:00,8.497010014845289,4.257339475996772,22.14674564026126,100.11522425310555,52.30264459955621,1.0441562404394742,0.15678234635147395,1.644024416129293,0.009644318717167782
W000087,LOT00003,P3,STEP_2,TOOL_C,CH3,R2,2026-02-12 22:52:00,9.719291403609988,4.370568268682956,18.56635764869208,100.98779075322958,47.10202343292319,1.0071815225510015,0.14999704701775665,1.375245104128497,-0.00020297513552649537
W000088,LOT00003,P2,STEP_1,TOOL_C,CH2,R1,2026-02-12 23:08:00,9.400022315560772,5.000648103265553,17.062795096955877,95.74068685967725,47.89788768359667,1.0818251087977186,0.1936865905047336,1.4869403258355267,-0.06427437403673229
W000089,LOT00003,P4,STEP_2,TOOL_B,CH2,R1,2026-02-13 01:10:00,9.074577479622661,5.599372968077233,17.22222805827493,101.98202296635384,50.679745137662266,1.0252630042503295,0.19913404846117075,1.4556456898016994,-0.021505345703911986
W000090,LOT00003,P2,STEP_3,TOOL_B,CH3,R1,2026-02-13 01:49:00,9.613209283241623,4.987301298374458,21.163560886819244,97.50884342786897,51.4306349803587,1.206574199750015,0.1732651535213789,1.654376730656514,0.0036237783764625
W000091,LOT00003,P5,STEP_2,TOOL_B,CH1,R1,2026-02-13 02:27:00,11.72056760903698,4.6041701468089835,20.51826418766159,101.82620307818324,48.40097262980275,0.9946774582126946,0.29217869172443284,1.4268467589177347,0.0709301414726466
W000092,LOT00003,P1,STEP_3,TOOL_C,CH2,R2,2026-02-13 03:15:00,10.143370170079503,3.925895659831182,18.61486697344134,102.80477944853095,48.84215723491216,0.9145506378413771,0.2143245376901446,1.3583541508574368,0.03460219737540797
W000093,LOT00003,P3,STEP_4,TOOL_B,CH2,R1,2026-02-13 03:51:00,9.108291961202571,5.476337792530139,17.68241675838573,98.81347272984212,47.73730470788273,0.9448290703138296,0.15485585594424744,1.5088781033165273,0.0736158985609888
W000094,LOT00003,P2,STEP_1,TOOL_B,CH1,R1,2026-02-13 03:58:00,8.271371589662595,4.63203417530476,19.458853749702264,97.1085432031972,53.31649058116308,1.0471324381729523,0.12802462810336124,1.5607120730316577,-0.07024775474032345
W000095,LOT00003,P4,STEP_2,TOOL_A,CH1,R2,2026-02-13 05:25:00,8.328637453652314,4.42628154212414,22.233034572500944,104.63094795215088,49.050088401892964,1.0485951686655428,0.22027882710012342,1.6705729764825847,-0.017808863176028727
W000096,LOT00003,P4,STEP_1,TOOL_A,CH1,R2,2026-02-13 05:32:00,9.513536855881265,4.14233738677061,18.328364092341488,102.61873628289759,50.06258460722553,1.020647603191777,0.15367106287622176,1.5458314347074706,0.10369290612827822
W000097,LOT00003,P5,STEP_3,TOOL_A,CH1,R3,2026-02-13 05:53:00,9.316312015861339,4.280449594429017,18.674631956094874,100.45592900154222,50.167289204445254,0.9150496427929141,0.3076309651206306,1.3474219971818298,-0.03714840991174428
W000098,LOT00003,P4,STEP_2,TOOL_B,CH3,R2,2026-02-13 06:06:00,9.825949293765515,4.519392889773074,17.618956865307243,104.40528329103955,52.211240906947616,1.110864811994405,0.22139714021191975,1.6297110071428853,-0.038146385245791524
W000099,LOT00003,P2,STEP_2,TOOL_B,CH1,R2,2026-02-13 06:14:00,7.827816199564149,4.880575631902924,19.265174221795657,100.24978517192655,48.09506687073518,1.1936990656688278,0.22799859856862453,1.5425680193552114,-0.01358773339590081
W000100,LOT00004,P2,STEP_1,TOOL_C,CH1,R2,2026-02-13 06:41:00,10.008318404953465,4.395629147619672,20.67615798143316,98.13847836941605,52.336521668452306,1.0029225321895288,0.21243435842694064,1.2717388114757098,0.10090558717990056
W000101,LOT00004,P5,STEP_1,TOOL_B,CH3,R1,2026-02-13 07:51:00,10.977729775147107,5.092854018773819,24.230338314086183,96.99489380688172,47.44255856875662,1.1810604943144127,0.25607847179533993,1.7453817106446934,-0.03357620925975248
W000102,LOT00004,P3,STEP_2,TOOL_A,CH2,R2,2026-02-13 08:48:00,11.522841247364196,4.876776130040949,20.435563025639873,99.67660259393907,52.33144051555545,1.0866255996442016,0.08023256527800025,1.6884566055236188,0.027874223970368595
W000103,LOT00004,P1,STEP_3,TOOL_B,CH3,R2,2026-02-13 11:15:00,8.10555385208286,6.110996144592264,19.892643789525962,102.31516143394478,46.56940082979051,1.2218687174646667,0.13983649830090852,1.7290816595706509,0.019601702513784666
W000104,LOT00004,P5,STEP_1,TOOL_A,CH3,R1,2026-02-13 11:28:00,9.148607240760844,4.147778441803669,21.725873211970264,104.16927764532346,49.79088869626379,1.0472644090568546,0.25170690035077337,1.5081338480692033,-0.09642444112704164
W000105,LOT00004,P4,STEP_1,TOOL_C,CH1,R3,2026-02-13 11:42:00,9.195766139025466,5.080739715156191,21.39243110366049,100.07053064810343,53.250874443405785,1.0136603075772879,0.2750289955918999,1.3794732869738102,-0.0007838649102482148
W000106,LOT00004,P1,STEP_2,TOOL_C,CH2,R2,2026-02-13 12:11:00,10.14572142752565,5.087002494520479,18.844678371266635,103.63937478380703,51.39451221649131,1.0842401232979633,0.13823589869109404,1.7009326263084286,-0.02764625965237465
W000107,LOT00004,P4,STEP_3,TOOL_A,CH1,R3,2026-02-13 13:22:00,8.830227532123548,4.4847212980384255,24.604120146860154,99.3571917054939,50.8424845772825,0.9566415000660726,0.1090684416978892,1.5058945131985695,0.033898600664802804
W000108,LOT00004,P4,STEP_2,TOOL_A,CH2,R1,2026-02-13 13:27:00,11.732263248726682,5.04762619872373,19.951233295412095,97.65520594403243,47.903169716751655,1.040711738785964,0.2083760893508488,1.56982909365066,0.08695351193469936
W000109,LOT00004,P4,STEP_2,TOOL_A,CH3,R3,2026-02-13 14:17:00,10.093522471685741,5.384797183203358,20.472750640711592,96.08106029859883,48.53039751166329,1.1330716446619906,0.22427062093763217,1.632589266272465,-0.017227416859749708
W000110,LOT00004,P5,STEP_1,TOOL_B,CH3,R2,2026-02-13 14:36:00,9.826853710700787,5.048245741278916,21.102697174572263,98.4812801129744,52.68879164206232,1.0819510455718844,0.20736911885890438,1.5349939736937286,-0.01722953433301156
W000111,LOT00004,P3,STEP_3,TOOL_A,CH3,R3,2026-02-13 14:43:00,11.492713733782777,5.692231442409919,20.691744735225907,96.19402771765104,50.94467898251396,0.9969042341928307,0.19701854620277498,1.385575945061688,0.12589141182911542
