wafer_id,eds_item_001_fail_rate,eds_item_002_fail_rate,eds_item_003_fail_rate,total_fail_rate,yield
W000065,0.03382845155876809,0.025150448066228466,0.025150448066228466,0.09443024382368195,0.9055697561763181
W000066,0.03898840316233767,0.023053467058005227,0.024495277110589186,0.09406933554598038,0.9059306644540196
W000067,0.03202590835142066,0.01800288793933351,0.01800288793933351,0.0640374601087547,0.9359625398912453
W000068,0.02863081936670638,0.014577389424873306,0.014577389424873306,0.04694037706619961,0.9530596229338004
W000069,0.027868503277243467,0.01212048665017258,0.01212048665017258,0.03635044987793379,0.9636495501220662
W000070,0.021424037531855566,0.10652324915730532,0.020142861069880235,0.14837586989880158,0.8516241301011984
W000071,0.023726045779840672,0.018755379291733862,0.018755379291733862,0.05874756294677612,0.9412524370532239
W000072,0.02607051367987756,0.025928122687716874,0.025928122687716874,0.08978300443074506,0.910216995569255
W000073,0.03272489582261754,0.024961022628578723,0.024961022628578723,0.09256898633693245,0.9074310136630676
W000074,0.022600022687555413,0.02019447152941229,0.022801605994310387,0.06734480075577472,0.9326551992442252
W000075,0.02024662370385741,0.019594401510259436,0.019594401510259436,0.05944731121937277,0.9405526887806273
W000076,0.023031736493007385,0.01423956371392715,0.03768714402533371,0.06343757166012254,0.9365624283398775
W000077,0.025500497361045014,0.025304887540541346,0.05442326585870576,0.1200018138252193,0.8799981861747808
W000078,0.02424525647152655,0.019716350537224415,0.019716350537224415,0.06311065862042421,0.9368893413795758
W000079,0.02735650923952868,0.02302640490334605,0.02302640490334605,0.07946212885291287,0.9205378711470871
W000080,0.027181712038482218,0.025884020607127536,0.025884020607127536,0.09071779446699237,0.9092822055330076
W000081,0.017175018384598797,0.017171962088988666,0.017171962088988666,0.045862866740553454,0.9541371332594466
W000082,0.0321295554600035,0.01586042149615606,0.01586042149615606,0.05557124144462774,0.9444287585553722
W000083,0.03869819282006548,0.0323435283597375,0.0323435283597375,0.12807230625901547,0.8719276937409846
W000084,0.02482370990795493,0.10309312688930079,0.022972343905377474,0.15683386851338812,0.8431661314866119
W000085,0.04557257708562059,0.018607007702512116,0.018607007702512116,0.08000060789566905,0.9199993921043309
W000086,0.04878926772276554,0.026199478768011958,0.026199478768011958,0.11358718279481336,0.8864128172051866
W000087,0.019246688433781422,0.018458715272908918,0.018458715272908918,0.0530815495254171,0.9469184504745829
W000088,0.025227159139211367,0.02162742692096079,0.02162742692096079,0.07173686682305452,0.9282631331769455
W000089,0.025722902084223797,0.017158833672008336,0.025108671118186997,0.06230807421843581,0.9376919257815642
W000090,0.021411218064402972,0.019915147478698384,0.019915147478698384,0.06107180797919651,0.9389281920208035
W000091,0.048233178316412155,0.018629649343739854,0.018629649343739854,0.08275177569137157,0.9172482243086284
W000092,0.016446145466005296,0.016240595409319037,0.016240595409319037,0.04140852710328144,0.9585914728967185
W000093,0.02916574471903525,0.021214312454475682,0.021214312454475682,0.07402299453693797,0.925977005463062
W000094,0.04668858590310949,0.016807024092853232,0.016807024092853232,0.07391668227452242,0.9260833177254776
W000095,0.05081446282006434,0.02287993520672615,0.02287993520672615,0.10476396208024609,0.8952360379197539
W000096,0.02084374259595523,0.01847727869009638,0.01847727869009638,0.055785237515929606,0.9442147624840704
W000097,0.016073795053472298,0.011399502456916436,0.011399502456916436,0.021671804881138037,0.9783281951188619
W000098,0.023407176937942777,0.023104240454535546,0.023104240454535546,0.07582413875608497,0.924175861243915
W000099,0.07037181210880403,0.02318798748004465,0.02318798748004465,0.12312376202898262,0.8768762379710173
W000100,0.03126845198803568,0.03126776002942598,0.03126776002942598,0.11633949210573959,0.8836605078942604
W000101,0.029648164313873973,0.02008860918178184,0.02008860918178184,0.07000260104100132,0.9299973989589987
W000102,0.04410706294012363,0.020916608293386214,0.020916608293386214,0.09210477609587857,0.9078952239041215
W000103,0.05828221203107071,0.022392949957489798,0.0712726415248709,0.156733703428411,0.843266296571589
W000104,0.032347207034523935,0.025098510729675304,0.025098510729675304,0.0951044704060679,0.904895529593932
W000105,0.031253917730827946,0.02478599669944788,0.02478599669944788,0.09039790452861945,0.9096020954713806
W000106,0.021806274258762477,0.021593926914361343,0.021593926914361343,0.06818198191620786,0.9318180180837922
W000107,0.03351879975292383,0.01983512348690617,0.01983512348690617,0.07285929370054851,0.9271407062994514
W000108,0.054220668733695646,0.024213309104804466,0.024213309104804466,0.11310949209221172,0.8868905079077882
W000109,0.01971446799254371,0.019627003465441606,0.019627003465441606,0.06487606408740966,0.9351239359125904
W000110,0.013853956122855575,0.013554159747874708,0.013554159747874708,0.028070595114354408,0.9719294048856456
W000111,0.034775818636734665,0.012493875726497475,0.027872391119290994,0.06012983693551808,0.9398701630644819
W000112,0.018668346546534174,0.018533676035980273,0.018533676035980273,0.05280305069045527,0.9471969493095447
W000113,0.02262757675568457,0.020599845176641336,0.020599845176641336,0.06881534136875884,0.9311846586312411
W000114,0.03799712667314216,0.03236014620135892,0.05136238809059671,0.14643995336781562,0.8535600466321844
W000115,0.0381826314850464,0.01939987238186311,0.01939987238186311,0.07578212101249883,0.9242178789875012
W000116,0.024593777571472634,0.020233002727843324,0.020233002727843324,0.06722297900994405,0.932777020990056
W000117,0.07028092063464803,0.017978335755474174,0.02730695201625255,0.11152287991732308,0.8884771200826769
W000118,0.02593514302635685,0.02309402971322958,0.02309402971322958,0.07831126187927516,0.9216887381207248
W000119,0.022804478810311276,0.02140171536821327,0.02140171536821327,0.06841134028316435,0.9315886597168357
W000120,0.024488620384160605,0.016808317193913586,0.019383123690690472,0.054296695656591835,0.9457033043434082
W000121,0.02152397605232955,0.014942697431360237,0.014942697431360237,0.0412947657777705,0.9587052342222295
W000122,0.03780416921938248,0.017988165673899603,0.08315765038954863,0.1349263166306299,0.8650736833693701
W000123,0.04357391669206932,0.015783144627793087,0.015783144627793087,0.06670649520324166,0.9332935047967583
W000124,0.021967743309661336,0.018844195148432094,0.018844195148432094,0.057344523903389705,0.9426554760966103
W000125,0.06291672801348186,0.020707398940160035,0.020707398940160035,0.10574632377412199,0.894253676225878
W000126,0.05351405756291547,0.017494032389424097,0.017494032389424097,0.08349018712061185,0.9165098128793882
W000127,0.029784879002817018,0.027272494420396594,0.03387230537757733,0.10547466764158413,0.8945253323584159
W000128,0.02909401910266914,0.025796973977673835,0.025796973977673835,0.09228191501336448,0.9077180849866355
W000129,0.042579363920724686,0.01885221176074981,0.01885221176074981,0.08752888810809238,0.9124711118919077
W000130,0.015240056757807683,0.015179168816555774,0.035277245547071595,0.056054808754546596,0.9439451912454534
W000131,0.01988948703742416,0.01985103122333276,0.01985103122333276,0.0592936119307552,0.9407063880692448
W000132,0.02480084279305199,0.01933140826183433,0.01933140826183433,0.0621264758403893,0.9378735241596107
W000133,0.026258554443446453,0.10707924918648698,0.019686087721827734,0.15239606679541665,0.8476039332045834
W000134,0.018227206561036477,0.018009874342957304,0.018009874342957304,0.05026670393286569,0.9497332960671343
W000135,0.017844689174848275,0.014753019199751676,0.014753019199751676,0.03685676597385498,0.963143234026145
W000136,0.025083395790279194,0.02017444755890644,0.02017444755890644,0.06578118602590496,0.934218813974095
W000137,0.021691865777801172,0.018245676418055856,0.018245676418055856,0.05510094689985484,0.9448990531001451
W000138,0.021263167049886234,0.018690323238491964,0.018690323238491964,0.05602446000385409,0.9439755399961459
W000139,0.02176190998371922,0.02046980573670768,0.02046980573670768,0.06364113293054995,0.93635886706945
W000140,0.02194284314582757,0.019653207962829065,0.019653207962829065,0.06055567499714383,0.9394443250028561
W000141,0.0204084391529249,0.020361099763837032,0.020361099763837032,0.06185283820827303,0.938147161791727
W000142,0.022837936050545758,0.018014081849536998,0.018014081849536998,0.055299443742455934,0.9447005562575441
W000143,0.04805765546114236,0.02180072395647659,0.02180072395647659,0.09950092846694394,0.9004990715330561
W000144,0.02775146960447399,0.016411004086174096,0.016411004086174096,0.053395485949170374,0.9466045140508297
W000145,0.015584674076477123,0.014560292130128372,0.014560292130128372,0.036408677845757305,0.9635913221542427
W000146,0.03936672352745854,0.015550104690129145,0.015550104690129145,0.06156714228797512,0.9384328577120249
W000147,0.01789007529768856,0.01661655248020491,0.01661655248020491,0.0443562852185082,0.9556437147814918
W000148,0.014964470780349903,0.013560992200450983,0.013560992200450983,0.029208439582153835,0.9707915604178462
W000149,0.02740449880566491,0.011536466381755508,0.011536466381755508,0.03355036433268695,0.966449635667313
W000150,0.022720463091569387,0.022517304528680275,0.022517304528680275,0.07415501221902511,0.9258449877809749
W000151,0.035964038957140725,0.02637121601245407,0.02637121601245407,0.101448903006957,0.898551096993043
W000152,0.02402527149244922,0.022788520413950276,0.022788520413950276,0.07517935314825032,0.9248206468517497
W000153,0.01948257521880969,0.017584515506581754,0.017584515506581754,0.049820637245136704,0.9501793627548633
W000154,0.011596621369713107,0.011417819522973929,0.011417819522973929,0.01726789946160882,0.9827321005383912
W000155,0.027034773867941782,0.020959719767672302,0.020959719767672302,0.070873652938631,0.929126347061369
W000156,0.02620553316186055,0.011963465902311428,0.011963465902311428,0.034059396771106254,0.9659406032288937
W000157,0.01963445274173622,0.01956670327713352,0.01956670327713352,0.0628812671512531,0.9371187328487469
W000158,0.0415225046873951,0.01600210211516062,0.01600210211516062,0.06553091314803758,0.9344690868519624
W000159,0.03476986812236982,0.008597026681175799,0.008597026681175799,0.02915797484707301,0.970842025152927
W000160,0.027915297216964046,0.02740267051676463,0.02740267051676463,0.09752597928402257,0.9024740207159774
W000161,0.0638030117997276,0.013720980511324064,0.07093310462065526,0.13589905795435503,0.8641009420456449
W000162,0.0541352541361525,0.10216031571026914,0.018221044775595732,0.1709587041732088,0.8290412958267912
W000163,0.02291843972135065,0.019355146893857377,0.019355146893857377,0.06033902729678016,0.9396609727032198
W000164,0.020517138105700862,0.017647746655063638,0.017647746655063638,0.05161552087180737,0.9483844791281927
W000165,0.033551431112786606,0.022322900877900346,0.03205894307956087,0.0925790768260485,0.9074209231739515
W000166,0.029021674971212004,0.01629514802415247,0.01629514802415247,0.054202267067821885,0.9457977329321781
W000167,0.033222781200921446,0.021909541212107843,0.021909541212107843,0.08086094604935282,0.9191390539506472
W000168,0.033003608832731304,0.02159252464799549,0.035984357100185264,0.09376553987690303,0.9062344601230969
W000169,0.01823702738773317,0.013111241497326152,0.013111241497326152,0.03432471324415164,0.9656752867558483
W000170,0.021181187194973368,0.02117920264247948,0.02117920264247948,0.06589799776489128,0.9341020022351088
W000171,0.019925627731269425,0.014730138248454948,0.043125279523920944,0.0672413220005552,0.9327586779994448
W000172,0.02722879449620969,0.014171796166018297,0.014171796166018297,0.04391597916028287,0.9560840208397171
W000173,0.03456240568262804,0.021452812928511058,0.021452812928511058,0.08037365739667228,0.9196263426033278
W000174,0.018056689803195542,0.017958231235405225,0.017958231235405225,0.05671984975672703,0.9432801502432729
W000175,0.030338295412449666,0.021864688370767077,0.021864688370767077,0.07779704889551799,0.922202951104482
W000176,0.02576509650161825,0.02190869129603038,0.02190869129603038,0.07339986168573977,0.9266001383142602
W000177,0.04975723561096863,0.012859973155818648,0.012859973155818648,0.061197128234243225,0.9388028717657568
W000178,0.027561127530463442,0.023703089448021002,0.023703089448021002,0.09019234652821001,0.90980765347179
W000179,0.02875690264768755,0.11659167219706339,0.021425081964600617,0.16962382073855278,0.8303761792614472
W000180,0.019896913590047145,0.017066811144432516,0.017066811144432516,0.04816415816777721,0.9518358418322228
W000181,0.029509003568513596,0.019320630128192223,0.019320630128192223,0.06679152408128249,0.9332084759187175
W000182,0.025971933772268162,0.02384571334691075,0.02384571334691075,0.08193317789943756,0.9180668221005625
W000183,0.02165114091894358,0.018401944675313555,0.038240583068182815,0.07807527455015831,0.9219247254498417
W000184,0.05999736667625142,0.03057629739390744,0.03057629739390744,0.14230255625188118,0.8576974437481188
W000185,0.058972016018993836,0.02745346498235437,0.02745346498235437,0.12878587594841132,0.8712141240515887
W000186,0.03469105305190904,0.020583917612518553,0.026502619780047573,0.08294542566951227,0.9170545743304878
W000187,0.025940380611175828,0.0188600625478995,0.06856969149149018,0.11109025974636451,0.8889097402536354
W000188,0.024940238831850044,0.01907663260324886,0.01907663260324886,0.061246769244845484,0.9387532307551545
W000189,0.017926662468599378,0.016996733038841368,0.016996733038841368,0.04591359462396485,0.9540864053760352
W000190,0.026618559379314802,0.02062610848637384,0.02062610848637384,0.06912299332481017,0.9308770066751898
W000191,0.028574795049378928,0.023437733006034328,0.023437733006034328,0.08232572707351625,0.9176742729264837
W000192,0.024412213431472443,0.013252609483251876,0.013252609483251876,0.03742265136447995,0.96257734863552
W000193,0.023217414768223272,0.023213895407447508,0.0698207286677027,0.12294641804757561,0.8770535819524243
W000194,0.029797455171751697,0.024667755365942408,0.024667755365942408,0.09684984914997667,0.9031501508500234
W000195,0.02423195388887804,0.022860884309757742,0.02905711743946569,0.08187172425761696,0.918128275742383
W000196,0.019686148310057574,0.019350275947763444,0.019350275947763444,0.057087252101111347,0.9429127478988887
W000197,0.022851999976918877,0.11346043430956902,0.0226531526276899,0.16427189216955762,0.8357281078304424
W000198,0.029121944791012558,0.026496404950780462,0.026496404950780462,0.0951075645941344,0.9048924354058656
W000199,0.028264969117101715,0.01970902903883654,0.01970902903883654,0.07024904139628513,0.9297509586037149
W000200,0.02051757197249673,0.020118050923732228,0.020118050923732228,0.060989775667425646,0.9390102243325743
W000201,0.04037878680140801,0.030662724515828084,0.030662724515828084,0.12302968486472035,0.8769703151352797
W000202,0.042166546886023164,0.021536218924182688,0.021536218924182688,0.08831142258275392,0.9116885774172461
W000203,0.017070163606047177,0.014963530144153057,0.0338038466837417,0.05815235069472924,0.9418476493052708
W000204,0.02693004692744735,0.024364856248423473,0.027970216427452423,0.0879948321001702,0.9120051678998298
W000205,0.03181716996908634,0.02200970950686,0.04545193079071602,0.10329822928038235,0.8967017707196177
W000206,0.019382015719527447,0.016722914867769195,0.016722914867769195,0.04627367519060423,0.9537263248093958
W000207,0.0848838446192941,0.014480239029282922,0.014480239029282922,0.10280480073642578,0.8971951992635743
W000208,0.0228748330860823,0.021192989294565454,0.021192989294565454,0.06764679026434411,0.9323532097356559
W000209,0.025289869189425263,0.01969949515257799,0.01969949515257799,0.06408784979973722,0.9359121502002627
W000210,0.01462221140522,0.013778751038864709,0.013778751038864709,0.029737215560678834,0.9702627844393211
W000211,0.019581737918632682,0.019557631201398362,0.019557631201398362,0.057812262724226134,0.9421877372757739
W000212,0.02053012119529942,0.01924280743474495,0.01924280743474495,0.057501350934279216,0.9424986490657208
W000213,0.021242209680028757,0.01968792758951708,0.01968792758951708,0.05999392003809707,0.9400060799619029
W000214,0.025720365777594928,0.022457948382993694,0.022457948382993694,0.07555215930956971,0.9244478406904303
W000215,0.025696034396640303,0.011190532268541201,0.011190532268541201,0.030458163470805103,0.9695418365291949
W000216,0.014875542412089588,0.01443935685505165,0.01443935685505165,0.03263296983229619,0.9673670301677038
W000217,0.019707937225129188,0.017565273337870706,0.028466598697335727,0.060870355936077036,0.939129644063923
W000218,0.02769923078303338,0.026630895432106103,0.026630895432106103,0.09422281251145778,0.9057771874885422
W000219,0.050688467671125316,0.031838909179241995,0.031838909179241995,0.1380441043880933,0.8619558956119067
W000220,0.05104295680697828,0.02002421477907084,0.02002421477907084,0.09113981592326163,0.9088601840767384
W000221,0.02217406648236955,0.11283745007712374,0.020227724909699114,0.15569469128859062,0.8443053087114094
W000222,0.018135024627292308,0.00778317372803595,0.00778317372803595,0.009267719539436104,0.9907322804605639
W000223,0.02594021730020799,0.024522311817800922,0.024522311817800922,0.08402946457141168,0.9159705354285883
W000224,0.023878213679182095,0.022248219766852703,0.022248219766852703,0.07287109274659291,0.9271289072534071
W000225,0.02146117130321759,0.021415679144430065,0.021415679144430065,0.06712388788093784,0.9328761121190622
W000226,0.021650802487149498,0.013768933820681947,0.013768933820681947,0.039827888231140224,0.9601721117688597
W000227,0.038336512633665214,0.0298994398140957,0.0416658527707818,0.1297006848467341,0.8702993151532659
W000228,0.057478640698133805,0.027602714695167806,0.027602714695167806,0.12788949947880504,0.872110500521195
W000229,0.02147371737472258,0.02147176825749958,0.02147176825749958,0.06736079040472089,0.9326392095952791
W000230,0.035471713294679616,0.02495997378095255,0.03392440945773495,0.11278552115594465,0.8872144788440554
W000231,0.04084512898181666,0.020255549784791903,0.020255549784791903,0.08186732812098427,0.9181326718790157
W000232,0.025793337278618676,0.02410538527889918,0.02410538527889918,0.0822148783942154,0.9177851216057846
W000233,0.015257312298878492,0.01346374096113719,0.01346374096113719,0.029112276143427252,0.9708877238565727
W000234,0.008721724201496823,0.00863145372690215,0.00863145372690215,0.0032475391091054233,0.9967524608908945
W000235,0.025911766447635133,0.013652542391723924,0.013652542391723924,0.04052193601453083,0.9594780639854692
W000236,0.016522095233638588,0.015967587043119895,0.015967587043119895,0.04039244340611817,0.9596075565938819
W000237,0.021508840447369094,0.016782187331145407,0.016782187331145407,0.04863758977195072,0.9513624102280492
W000238,0.025254895147503377,0.0222405639189256,0.0222405639189256,0.07421715082320579,0.9257828491767942
W000239,0.01921885313047315,0.01871330850542286,0.01871330850542286,0.05407208715216459,0.9459279128478354
W000240,0.020008872928302605,0.01985667911822518,0.01985667911822518,0.05943558940120333,0.9405644105987967
W000241,0.05866251223642421,0.014076951066595265,0.014076951066595265,0.07619377484477285,0.9238062251552271
W000242,0.04914057373055992,0.013644169756516214,0.013644169756516214,0.06371725275662476,0.9362827472433752
W000243,0.02382526346081561,0.020205516868171573,0.020205516868171573,0.0646473309335019,0.935352669066498
W000244,0.01820962076532197,0.01728947480744002,0.018209002450533425,0.05517924133945993,0.94482075866054
W000245,0.02294590419122916,0.020022826890351408,0.020022826890351408,0.0630372117526348,0.9369627882473652
W000246,0.023241270205047303,0.022721996825927623,0.022721996825927623,0.07458020069540731,0.9254197993045927
W000247,0.031416588629442826,0.02819743060877758,0.02819743060877758,0.10420631106455314,0.8957936889354469
W000248,0.025147083504998523,0.019897739122073824,0.04723996761166575,0.09208026848288574,0.9079197315171142
W000249,0.029412743199720835,0.02906671950133178,0.02906671950133178,0.10567962120504794,0.8943203787949521
W000250,0.03508995128442514,0.022031374121054884,0.022031374121054884,0.09176968817048108,0.908230311829519
W000251,0.0395468882514338,0.02344751655687482,0.02344751655687482,0.09333695447893307,0.9066630455210669
W000252,0.0336628741795331,0.02526542550967435,0.02526542550967435,0.0947245762182305,0.9052754237817695
W000253,0.02777437973491987,0.023598732895723368,0.023598732895723368,0.08532596434635195,0.914674035653648
W000254,0.019525073445012246,0.015991465890706207,0.015991465890706207,0.04349093700783707,0.9565090629921629
W000255,0.027907288186356856,0.02541527520551303,0.02541527520551303,0.0953154765415076,0.9046845234584924
W000256,0.023991501960848365,0.01812958703897164,0.01812958703897164,0.05650985011673493,0.9434901498832651
W000257,0.04459538912601043,0.02150844359836218,0.02150844359836218,0.09062916351945917,0.9093708364805408
W000258,0.059582692566070156,0.020664256043172513,0.020664256043172513,0.10919003036754733,0.8908099696324526
W000259,0.025724424233179728,0.02572048182830379,0.02572048182830379,0.08860635154639487,0.9113936484536052
W000260,0.02285361113402584,0.021965334417646296,0.021965334417646296,0.07071494880461103,0.929285051195389
W000261,0.029498837600631923,0.013069197472540817,0.013069197472540817,0.05380158339043032,0.9461984166095697
W000262,0.043592184862850755,0.030458283790319583,0.05279939377172552,0.157481082111392,0.842518917888608
W000263,0.024279154759786696,0.024174669259330858,0.024174669259330858,0.08097783179711014,0.9190221682028898
W000264,0.03285885534162142,0.017247536972433267,0.029227254841252843,0.07382872110017405,0.926171278899826
W000265,0.015686472344846103,0.014313504035401135,0.014313504035401135,0.03294048848645064,0.9670595115135494
W000266,0.03507568653103718,0.02474634723775084,0.04871599360086565,0.12011335036890905,0.879886649631091
W000267,0.017004885139142646,0.09729125116209575,0.01490466843459573,0.1253803549135714,0.8746196450864285
W000268,0.02993428918614302,0.024003584362579135,0.024003584362579135,0.09514442205114843,0.9048555779488516
W000269,0.027821706622445125,0.10657142827408454,0.025345414290134705,0.17061645864490912,0.8293835413550908
W000270,0.040531669841472544,0.016751161717951026,0.0450696894543806,0.09585484444970623,0.9041451555502937
W000271,0.016530955082196746,0.016305066012736187,0.016305066012736187,0.04499219954867242,0.9550078004513276
W000272,0.029767502182133386,0.01764891307108916,0.01764891307108916,0.06036315446649003,0.93963684553351
W000273,0.026523603243671597,0.015055599374706309,0.015055599374706309,0.04674600074249684,0.9532539992575032
W000274,0.02372012463765033,0.02114784278596495,0.02114784278596495,0.06831149578151012,0.9316885042184899
W000275,0.05160388622268772,0.021861396457508588,0.021861396457508588,0.10207544061381549,0.8979245593861845
W000276,0.06875796112782147,0.023637460679867488,0.08869306409356266,0.18836340726098658,0.8116365927390135
W000277,0.016174873689633378,0.01583337953651967,0.01583337953651967,0.03950839183571206,0.9604916081642879
W000278,0.044631430039465785,0.024199796843707582,0.02430022572549752,0.11132673266244927,0.8886732673375507
W000279,0.02130742887115344,0.015061619754052548,0.015061619754052548,0.04155390788736363,0.9584460921126363
W000280,0.024450411020121576,0.02419696164107634,0.02419696164107634,0.08123825758442693,0.9187617424155731
W000281,0.013485009693911029,0.11410811520147086,0.012566703252109759,0.12529323465171116,0.8747067653482888
W000282,0.03398161673896699,0.02783869957011751,0.028562645469292092,0.10606036091861162,0.8939396390813884
W000283,0.017990820164887896,0.01739241779943063,0.01739241779943063,0.051096740061311804,0.9489032599386882
